fecha,agente,cat,componente,de_hrs,a_hrs,causa
2005-10-21,COBEE,G,KEN02,00:00,03:00,Limitaciones en el suministro de gas
2005-10-21,VHE,G,VHE03,00:00,24:00,Limitaciones en el suministro de gas
2005-10-21,COBEE,G,KEN01,03:06,12:19,Limitaciones en el suministro de gas
2005-10-21,COBEE,G,KEN02,12:07,21:46,Limitaciones en el suministro de gas
2005-10-21,COBEE,G,KEN01,21:39,24:00,Limitaciones en el suministro de gas
2005-10-20,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-20,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-20,VHE,G,VHE03,00:00,24:00,Limitaciones en el suministro de gas
2005-10-19,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-19,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-19,VHE,G,VHE04,00:00,24:00,Limitaciones en el suministro de gas
2005-10-18,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-18,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-18,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-17,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-17,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-17,VHE,G,VHE04,00:00,24:00,Limitaciones en el suministro de gas
2005-10-16,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-16,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-16,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-15,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-15,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-15,VHE,G,VHE03,16:07,24:00,Limitaciones en el suministro de gas
2005-10-14,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-14,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-13,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-13,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-12,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-12,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-11,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-11,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-10,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-10,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-09,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-09,VHE,G,VHE03,00:00,24:00,Limitaciones en el suministro de gas
2005-10-09,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-08,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-08,VHE,G,VHE03,00:00,24:00,Limitaciones en el suministro de gas
2005-10-08,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-07,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-07,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-07,COBEE,G,KEN02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-07,TDE,T,CHI-SJO230,16:34,16:39,Activación DAG/DAC en S/E SJO
2005-10-07,TDE,T,CAR-CHI230,16:34,16:39,Activación DAG/DAC en S/E SJO
2005-10-06,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-06,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-06,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-05,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-05,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-05,COBEE,G,KEN01,00:00,12:57,Limitaciones en el suministro de gas
2005-10-05,COBEE,G,KEN02,12:47,24:00,Limitaciones en el suministro de gas
2005-10-04,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-04,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-04,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-03,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas.
2005-10-03,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas.
2005-10-03,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas.
2005-10-02,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-02,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-02,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-02,EGSA,G,ARJ06,00:00,24:00,Limitaciones en el suministro de gas
2005-10-01,VHE,G,VHE01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-01,VHE,G,VHE02,00:00,24:00,Limitaciones en el suministro de gas
2005-10-01,VHE,G,VHE04,00:00,14:52,Limitaciones en el suministro de gas
2005-10-01,COBEE,G,KEN01,00:00,24:00,Limitaciones en el suministro de gas
2005-10-01,EGSA,G,ARJ06,00:00,24:00,Limitaciones en el suministro de gas
2005-10-01,COBEE,G,KEN02,00:00,10:22,Limitaciones en el suministro de gas
2005-12-22,VHE,G,VHE01,00:00,08:09,Por medición de parámetros de reguladores de velocidad y voltaje
2005-12-22,VHE,G,VHE01,08:09,13:39,Montaje de transformador de tensión capacitivo en las tres fases por parte de TDE
2005-12-22,VHE,G,VHE02,08:09,13:39,Montaje de transformador de tensión capacitivo en las tres fases por parte de TDE
2005-12-22,VHE,G,VHE03,08:09,13:39,Montaje de transformador de tensión capacitivo en las tres fases por parte de TDE
2005-12-22,VHE,G,VHE04,08:09,13:39,Montaje de transformador de tensión capacitivo en las tres fases por parte de TDE
2005-12-21,VHE,G,VHE01,00:00,24:00,"Medición de parámetros de reguladores de velocidad, voltaje y trabajos programados de TDE en CCPD de línea C. VHE."
2005-12-16,TDE,T,COR-SIS115,00:05,06:48,Mantenimiento general barra 115 kV S/E COR.
2005-12-16,TDE,T,COR-VHE115,00:05,06:47,Mantenimiento general barra 115 kV S/E COR.
2006-01-15,ELFEC,D,S/E Irpa Irpa (0.4 MW),07:00,07:06,"Transferencia de carga al alimentador Q5, por trabajos programados de COBOCE."
2006-01-15,ELFEC,D,S/E Irpa Irpa (0.4 MW),16:25,16:30,"Reposición de la carga del alimentador Q5, por trabajos programados de COBOCE."
2006-01-08,TDE,T,COR-SIS115,06:48,08:26,Pruebas de simultaneidad de cierre del seccionador 115 KV de la unidad Nº 2.
2006-01-08,TDE,T,COR-VHE115,06:48,08:26,Pruebas de simultaneidad de cierre del seccionador 115 KV de la unidad Nº 2.
2006-01-04,COBEE,G,CHU02,16:58,17:02,"En Sistema en calidad de prueba (2 MW), la potencia es compensada en CAH01"
2006-01-02,CECBB,G,BUL02,16:22,16:29,"En Sistema en calidad de prueba (11.3 MW), se lleva reserva en BUL01"
2006-05-10,TDE,T,KAR-POT069,08:04,12:55,Mantenimiento correctivo (vandalismo).
2006-06-02,COBEE,G,ANG01,10:20,11:54,Trabajos de emergencia en S/E HUY.
2006-06-02,COBEE,G,ANG02,10:20,11:54,Trabajos de emergencia en S/E HUY.
2006-06-02,COBEE,G,CHO01,10:20,11:54,Trabajos de emergencia en S/E HUY.
2006-06-02,COBEE,G,CHO02,10:20,11:54,Trabajos de emergencia en S/E HUY.
2006-06-02,COBEE,G,CHO03,10:20,11:54,Trabajos de emergencia en S/E HUY.
2006-06-02,COBEE,G,CRB,10:20,11:54,Trabajos de emergencia en S/E HUY.
2006-08-21,CRE,T,GCH-VIR069,00:00,10:49,Maniobras por trabajos en barra en 69 kV. Ampliación GCH11.
2006-08-20,CRE,T,GCH-VIR069,00:00,24:00,Conexión de la barra alta de by pass con un polo del seccionador de barra principal y un polo de seccionador de by pass en 69 kV S/E GCH. Ampliación GCH11
2006-08-20,CRE,T,GCH-PMA069,04:42,18:03,Conexión de la barra alta de by pass con un polo del seccionador de barra principal y un polo de seccionador de by pass en 69 kV S/E GCH. Ampliación GCH11
2006-08-20,CRE,T,GCH-TRO069,04:29,17:40,Conexión de la barra alta de by pass con un polo del seccionador de barra principal y un polo de seccionador de by pass en 69 kV S/E GCH. Ampliación GCH11
2006-08-20,CRE,T,GCH-ZOO069,04:57,17:41,Conexión de la barra alta de by pass con un polo del seccionador de barra principal y un polo de seccionador de by pass en 69 kV S/E GCH. Ampliación GCH11
2006-08-19,ELFEC,D,Alim. I2 (0.1 MW) S/E IRP.,06:30,06:33,Transferencia de carga al Alim. Q5 por trabajos en la línea en 115 kV CAT-VHE
2006-08-19,CRE,T,NJE-ZOO069,14:03,15:03,Maniobras por trabajos en barra en 69 kV. Ampliación GCH11
2006-08-19,CRE,T,GCH-VIR069,15:04,24:00,Maniobras por trabajos en barra en 69 kV. Ampliación GCH11
2006-09-30,COBEE,G,KEN01,00:00,24:00,"Opera con su potencia en mínimo técnico (6MW), debido a baja presión en el suministro de gas natural."
2006-09-30,COBEE,G,KEN02,00:00,00:46,"Opera con su potencia en mínimo técnico (6MW), debido a baja presión en el suministro de gas natural."
2006-09-30,VHE,G,VHE01,00:00,24:00,Restricciones en el suministro de gas natural.
2006-09-30,EGSA,G,KAR,05:00,23:00,"Restricciones en el suministro de gas, por trabajos de mantenimiento en gasoducto GTC."
2006-09-29,COBEE,G,KEN01,07:05,24:00,"Opera con su potencia en mínimo técnico (6MW), debido a baja presión en el suministro de gas natural."
2006-09-29,COBEE,G,KEN02,09:04,24:00,"Opera con su potencia en mínimo técnico (6MW), debido a baja presión en el suministro de gas natural."
2006-09-29,VHE,G,VHE01,14:35,24:00,Restricción en el suministro de gas natural.
2006-09-27,COBEE,G,KEN01,00:00,02:33,"Opera con potencia limitada de 6 MW, por baja presión en el suministro de gas"
2006-09-26,COBEE,G,KEN01,00:00,08:21,"Opera con potencia limitada de 6 MW, por baja presión en el suministro de gas"
2006-09-26,COBEE,G,KEN01,17:00,24:00,"Opera con potencia limitada de 6 MW, por baja presión en el suministro de gas"
2006-09-25,COBEE,G,KEN01,18:18,24:00,"Opera con potencia limitada de 6 MW, por baja presión en el suministro de gas"
2006-09-18,EGSA,G,ARJ11,18:19,20:29,Baja presión en el suminstro de gas
2006-09-18,EGSA,G,ARJ12,18:19,19:56,Baja presión en el suminstro de gas
2006-09-18,EGSA,G,ARJ10,19:55,20:50,Baja presión en el suminstro de gas
2006-09-18,EGSA,G,ARJ11,21:00,22:57,Baja presión en el suminstro de gas
2006-09-18,EGSA,G,ARJ12,20:25,20:29,Baja presión en el suminstro de gas
2006-09-18,EGSA,G,ARJ10,20:50,22:57,Baja presión en el suminstro de gas
2006-09-18,EGSA,G,ARJ12,20:49,22:57,Baja presión en el suminstro de gas
2006-09-17,COBEE,G,KEN01,00:00,09:30,Baja presión en el suministro de gas natural.
2006-09-16,COBEE,G,KEN01,00:00,24:00,Baja presión en el suministro de gas natural.
2006-09-15,COBEE,G,KEN01,00:00,24:00,Baja presión en el suministro de gas natural.
2006-09-15,COBEE,G,KEN02,00:00,11:19,"Operación con potencia limitada (6.8 MW), por baja presión en el suministro de gas natural."
2006-09-14,COBEE,G,KEN01,00:00,24:00,Baja presión en el suministro de gas natural.
2006-09-14,COBEE,G,KEN02,00:00,12:36,"Operación con potencia limitada (8 MW), por baja presión en el suministro de gas natural."
2006-09-14,COBEE,G,KEN02,12:54,24:00,"Operación con potencia limitada (6.8 MW), por baja presión en el suministro de gas natural."
2006-09-13,COBEE,G,KEN01,17:38,24:00,Disparo por baja presión de gas.
2006-09-13,COBEE,G,KEN01,00:00,17:38,"Opera con potencia limitada de 6 MW, por baja presión de gas"
2006-09-13,COBEE,G,KEN02,00:00,17:38,"Opera con potencia limitada de 6 MW, por baja presión de gas"
2006-09-13,COBEE,G,KEN02,20:05,24:00,"Opera con potencia limitada de 8 MW, por baja presión de gas"
2006-10-22,TDE,T,COR-VHE115,06:13,10:45,Programado
2006-10-22,TDE,T,COR-SIS115,06:14,10:44,Programado
2006-10-14,SYNERGIA,G,Sistema Escalerani,13:40,14:00,Aportes laterales de agua mayores a los previstos.
2006-10-13,SYNERGIA,G,Sistema Escalerani,12:58,14:00,Aportes laterales mayores a los previstos
2006-10-11,SYNERGIA,G,KAN,00:00,17:32,Convulsión social.
2006-10-10,SYNERGIA,G,KAN,00:00,24:00,Convulsión social.
2006-10-09,SYNERGIA,G,KAN,11:30,24:00,Convulsión social.
2006-10-01,VHE,G,VHE01,00:00,14:13,Restricciones en el suministro de gas natural.
2006-11-29,COBEE,G,KEN01,15:01,15:57,"Opera en calidad de prueba (8 MW) para pruebas de emisión de Nox, la reserva es compensada en unidades CHU01, CHU02 y TIQ."
2006-11-29,COBEE,G,KEN02,16:03,16:53,"Opera en calidad de prueba (8 MW) para pruebas de emisión de Nox, la reserva es compensada en unidades CHU01, CHU02 y TIQ."
2006-11-29,COBEE,G,SRO02,16:44,17:05,"Opera en calidad de prueba (1.3 MW), la reserva es compensada en unidades CHU01, CHU02."
2006-11-29,COBEE,G,CUT03,19:32,20:34,"Opera en calidad de prueba (2.2 MW), la reserva es compensada en unidades HAR01, HAR02 y CUT05."
2006-11-16,COBEE,T,BOL-COT115,02:00,02:42,Trabajos de reparación transformador de potencia en S/E Cota Cota
2006-11-16,COBEE,T,COT-KEN115,02:03,03:15,Trabajos de reparación transformador de potencia en S/E Cota Cota
2006-11-16,VHE,G,VHE01,03:06,03:16,Falla en sistema de distribución
2006-11-16,VHE,G,VHE03,03:06,03:16,Falla en sistema de distribución
2006-11-16,VHE,G,VHE04,03:06,03:16,Falla en sistema de distribución
2007-01-28,CORANI,G,SIS01,16:45,17:00,Desconexión línea en 230 kV SJO - CAR.
2007-01-28,CORANI,G,SIS03,16:45,17:00,Desconexión línea en 230 kV SJO - CAR.
2007-01-28,CORANI,G,SIS05,16:45,17:00,Desconexión línea en 230 kV SJO - CAR.
2007-01-21,TDE,T,MAZ-KEN115,08:32,08:51,Requerimiento del Sistema para observación del Área Norte.
2007-01-09,SYNERGIA,G,KAN,11:45,19:11,Convulsión social
2007-01-02,ELFEO,T,AVI-BLV069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,CSG-BLV069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,AVI-QLC069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,TRCSG069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,TRAVI06901,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,TRAVI06902,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,TRBLV069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,TRQLC069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-01-02,ELFEO,T,ATBLV069,17:14,18:17,Trabajos correctivos de emergencia en S/E CSG
2007-04-22,TESA,T,PUN-SCR230,00:00,18:14,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-22,TESA,T,RESCR23001,00:00,18:14,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-22,TESA,T,RESCR23002,00:00,18:14,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-22,MSCR,CNR,TRSCR23001,00:00,18:14,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-22,MSCR,CNR,TRSCR23002,00:00,18:14,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-21,TESA,T,PUN-SCR230,17:30,24:00,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-21,TESA,T,RESCR23001,17:30,24:00,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-21,TESA,T,RESCR23002,17:30,24:00,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-21,MSCR,CNR,TRSCR23001,17:30,24:00,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-21,MSCR,CNR,TRSCR23002,17:30,24:00,Pruebas de esquemas de recierre en subestación Punutuma (ISABOL).
2007-04-08,VHE,G,VHE01,08:03,13:11,"S/E VHE, mantenimiento de equipos de salida a turbinas de empresa VHE."
2007-04-08,VHE,G,VHE02,08:03,13:11,"S/E VHE, mantenimiento de equipos de salida a turbinas de empresa VHE."
2007-04-08,VHE,G,VHE03,08:03,13:11,"S/E VHE, mantenimiento de equipos de salida a turbinas de empresa VHE."
2007-04-08,VHE,G,VHE04,08:03,13:11,"S/E VHE, mantenimiento de equipos de salida a turbinas de empresa VHE."
2007-05-20,VHE,G,VHE01,08:01,11:10,"Mantenimiento TDE, en protecciones entre S/E VHE y turbinas."
2007-05-20,VHE,G,VHE02,08:01,11:10,"Mantenimiento TDE, en protecciones entre S/E VHE y turbinas."
2007-05-20,VHE,G,VHE03,08:01,11:10,"Mantenimiento TDE, en protecciones entre S/E VHE y turbinas."
2007-05-20,VHE,G,VHE04,08:01,11:10,"Mantenimiento TDE, en protecciones entre S/E VHE y turbinas."
2007-06-30,ISA,T,SUC-PUN230,06:06,17:33,Pruebas y puesta en marcha interdisparos en S/E Sucre.
2007-06-30,ISA,T,SAN-SUC230,06:08,17:28,Pruebas y puesta en marcha interdisparos en S/E Sucre.
2007-06-30,TESA,T,PUN-SCR230,05:59,24:00,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,TESA,T,RESCR23001,05:59,24:00,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,TESA,T,RESCR23002,05:59,24:00,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,ATSUC230,06:08,17:28,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,ATPUN230,06:10,17:30,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,RESUC23001,06:08,17:28,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,RESUC23002,06:08,17:28,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,REPUN23001,06:06,17:33,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-30,ISA,T,REPUN23002,06:06,17:33,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-06-24,COBEE,G,SRO02,00:00,14:09,Desvio de aguas en toma Coscapa (comunarios).
2007-06-23,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-22,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-21,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-20,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-19,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-18,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-17,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-17,ISABOL,T,SAN-SUC230,06:02,10:18,Por ampliación de la barra principal ( conexiones ) desenergización total
2007-06-16,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa (comunarios).
2007-06-15,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-14,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-13,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-12,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-11,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-10,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-09,COBEE,G,SRO02,00:00,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-08,COBEE,G,SRO02,00:00,05:19,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-08,COBEE,G,SRO02,08:56,19:09,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-08,COBEE,G,SRO02,23:06,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-06-07,COBEE,G,SRO02,14:52,24:00,Desvio de aguas en toma Coscapa por comunarios de la zona.
2007-07-15,TDE,T,MAZ-VIC230,10:00,15:08,Reposición de cable de guardia por rotura a causa de nevada tramo Senkata.
2007-07-02,ELFEC,D,Alim. Y6 (2.2 MW) S/E YPFB,13:13,13:15,Trabajos correctivos (cambio de aislador)
2007-07-01,ISA,T,SUC-PUN230,06:00,17:31,Pruebas y puesta en marcha interdisparos en S/E Sucre.
2007-07-01,ISA,T,SAN-SUC230,06:02,17:27,Pruebas y puesta en marcha interdisparos en S/E Sucre.
2007-07-01,TESA,T,PUN-SCR230,00:00,18:08,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,TESA,T,RESCR23001,00:00,18:08,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,TESA,T,RESCR23002,00:00,18:08,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,ATSUC230,06:06,17:17,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,ATPUN230,06:03,17:18,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,RESUC23001,06:02,17:27,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,RESUC23002,06:02,17:27,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,REPUN23001,06:01,17:31,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-07-01,ISA,T,REPUN23002,06:01,17:31,"Pruebas de interdisparos, inspección y mantenimiento preventivo general."
2007-08-19,ELFEC,D,S/E CHI (2.2MW),06:24,06:43,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-19,ELFEC,T,TRCHI230,06:24,06:43,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-19,ELFEC,T,TRCHI230,14:13,14:30,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-19,ELFEO,D,TRHUY069,07:48,17:21,Mantenimiento programado de la línea en 69 kV HUY-VLC.
2007-08-19,ELFEO,D,TRVLC069,07:48,17:21,Mantenimiento programado de la línea en 69 kV HUY-VLC.
2007-08-19,ELFEC,D,S/E CHI (2.35MW),14:13,14:30,Mantenimiento programado de la línea en 230 kV CAR-SJO .
2007-08-18,SEPSA,T,TROCU115,08:04,13:19,Mantenimiento equipos de salida línea Potosí en subestación Catavi
2007-08-11,TESA,T,PUN-SCR230,11:59,15:36,Revisión sistema de comunicaciones enlace SUC-PUN.
2007-08-10,TDE,T,CHI-SJO230,11:28,11:33,Activación del DAC/DAG.
2007-09-27,VHE,G,VHE01,19:25,22:33,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-27,VHE,G,VHE02,19:35,20:21,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-27,VHE,G,VHE03,19:30,20:21,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-27,VHE,G,VHE04,19:26,22:33,Cierre de válvula del gasoducto al altiplano (sector Arani).
2007-09-23,SEPSA,D,TROCU115,11:08,17:37,Mantenimiento línea CAT-POT115.
2007-09-22,SEPSA,D,TROCU115,06:43,17:36,Mantenimiento línea CAT-POT115.
2007-09-15,ELFEC,T,TRCHI230,06:30,06:42,Desconexión de la línea en 230 kV CAR-CHI.
2007-09-15,ELFEC,D,Alim. T-1 (1.1 MW) S/E CHI.,06:30,06:44,Desconexión de la línea en 230 kV CAR-CHI.
2007-09-15,ELFEC,D,Alim. T-2 (1.3 MW) S/E CHI.,06:30,06:45,Desconexión de la línea en 230 kV CAR-CHI.
2007-09-12,ELFEC,T,TRCHI230,17:39,18:03,Cambio de estructura (Tramo de la línea San José - Chimoré).
2007-09-12,ELFEC,D,Alim. T1 (1.78 MW) S/E CHI.,17:39,18:15,Cambio de estructura (Tramo de la línea San José - Chimoré).
2007-09-12,ELFEC,D,Alim. T2 (1.43 MW) S/E CHI.,17:39,18:15,Cambio de estructura (Tramo de la línea San José - Chimoré).
2007-09-08,ELFEC,D,TRCHI230,06:24,06:43,Trabajos programados en la línea SJO-CHI230
2007-09-02,CORANI,G,COR01,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-09-02,CORANI,G,COR02,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-09-02,CORANI,G,COR03,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-09-02,CORANI,G,COR04,07:00,14:18,Cambio de seccionador 12-b (hacia barras) en S/E Corani.
2007-10-27,COBEE,G,Sistema Zongo,21:00,24:00,Mayores aportes a los previstos
2007-10-27,HB,G,Sistema Taquesi,21:00,24:00,Mayores aportes a los previstos
2007-10-22,CESSA,D,Alim. P. Industrial I (2.1 MW) S/E ARJ,06:45,06:58,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-22,CESSA,D,Alim. P. Industrial I (2.1 MW) S/E ARJ,14:12,14:21,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-22,EGSA,G,ARJ05,06:49,14:05,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ06,06:49,14:05,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ09,06:29,14:35,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ10,06:30,15:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-22,EGSA,G,ARJ12,06:31,16:30,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,CESSA,D,Alim. Rural (0.7 MW) S/E ARJ,05:48,06:05,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-21,CESSA,D,Alim. Rural (0.8 MW) S/E ARJ,09:29,09:41,Maniobras de transferencia de carga para realizar trabajos en S/E ARJ.
2007-10-21,EGSA,G,ARJ01,05:51,09:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ02,05:51,09:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ03,05:51,09:13,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ05,05:50,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ06,05:50,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ09,05:25,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ10,05:25,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
2007-10-21,EGSA,G,ARJ11,05:26,09:19,Instalación de interruptores de CESSA en barras de 10.5 kV.
